App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Tubi TV - Free Movies & TV,ENTERTAIN,4.3,296771,11M,"10,000,000+",0,0,Teen,ENTERTAIN,15-Jul-18,2.13.5,4.1 and up
Vudu Movies & TV,ENTERTAIN,3.9,58082,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,01-Aug-18,Varies with device,Varies with device
Crackle - Free TV & Movies,ENTERTAIN,3.7,388089,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,12-Apr-18,Varies with device,Varies with device
Crunchyroll - Everything Anime,ENTERTAIN,3.7,310066,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,05-Mar-18,Varies with device,Varies with device
Nick,ENTERTAIN,4.2,123279,25M,"10,000,000+",0,0,Everyone 10+,ENTERTAIN;Music & Video,24-Jan-18,2.0.8,4.4 and up
STARZ,ENTERTAIN,4.3,88185,Varies with device,"10,000,000+",0,0,Mature 17+,ENTERTAIN,20-Jun-18,Varies with device,Varies with device
"Hulu: Stream TV, Movies & more",ENTERTAIN,4,319691,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,03-Aug-18,Varies with device,5.0 and up
Food Network,ENTERTAIN,4.1,7813,Varies with device,"500,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
FOX NOW - On Demand & Live TV,ENTERTAIN,3.9,60841,Varies with device,"5,000,000+",0,0,Teen,ENTERTAIN,26-Jul-18,Varies with device,4.4 and up
"Movies by Flixster, with Rotten Tomatoes",ENTERTAIN,4.5,653008,16M,"10,000,000+",0,0,Everyone,ENTERTAIN,20-Jun-18,9.1.4,4.4 and up
Yidio: TV Show & Movie Guide,ENTERTAIN,3.9,27424,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,31-Jul-18,Varies with device,Varies with device
HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAIN,4.1,33387,20M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
Viki: Asian TV Dramas & Movies,ENTERTAIN,4.3,407719,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
The CW,ENTERTAIN,4.4,288150,21M,"5,000,000+",0,0,Teen,ENTERTAIN,23-Jul-18,2.17,4.4 and up
Redbox,ENTERTAIN,4.1,115033,30M,"10,000,000+",0,0,Everyone,ENTERTAIN,02-Jul-18,7.5.0,5.0 and up
Univision NOW - Live TV and On Demand,ENTERTAIN,4,22997,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,27-Jun-18,8.0626,Varies with device
HBO NOW: Stream TV & Movies,ENTERTAIN,3.9,61201,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,19-Jul-18,Varies with device,Varies with device
Tribeca Shortlist - Handpicked Movies,ENTERTAIN,3.9,801,57M,"100,000+",0,0,Teen,ENTERTAIN,21-Mar-18,4.003.1,4.3 and up
A&E - Watch Full Episodes of TV Shows,ENTERTAIN,4,29706,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
VH1,ENTERTAIN,4.1,27424,17M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
SHOWTIME,ENTERTAIN,4.2,12398,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,02-Jul-18,Varies with device,Varies with device
MTV,ENTERTAIN,3.8,35279,15M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
Lifetime - Watch Full Episodes & Original Movies,ENTERTAIN,4,35931,19M,"1,000,000+",0,0,Teen,ENTERTAIN,16-Jul-18,3.1.4,4.4 and up
Comedy Central,ENTERTAIN,3.9,22378,19M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
BET NOW - Watch Shows,ENTERTAIN,4.2,14807,19M,"1,000,000+",0,0,Teen,ENTERTAIN,08-Jul-18,11.45.0,4.4 and up
FOX,ENTERTAIN,3.7,197774,44M,"10,000,000+",0,0,Mature 17+,ENTERTAIN,25-Jun-18,6.6.1,4.4 and up
Telemundo Now,ENTERTAIN,3.9,8674,19M,"1,000,000+",0,0,Teen,ENTERTAIN,25-May-18,3.3.1.42,4.4 and up
Nick Jr. - Shows & Games,ENTERTAIN,4.2,8968,35M,"1,000,000+",0,0,Everyone,ENTERTAIN;Music & Video,23-Jan-18,1.0.20,4.4 and up
Sticker Market: Emoji keyboard,ENTERTAIN,4.3,303,44M,"10,000+",0,0,Teen,ENTERTAIN,14-Dec-17,1.2.3,4.2 and up
Viki: Asian TV Dramas & Movies,ENTERTAIN,4.3,407719,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,27-Jul-18,Varies with device,Varies with device
Kidjo TV Kids Have Fun & Learn,ENTERTAIN,4.6,732,Varies with device,"100,000+",0,0,Everyone,ENTERTAIN;Music & Video,01-Aug-18,Varies with device,Varies with device
Laugh Out Loud by Kevin Hart,ENTERTAIN,4.3,1856,20M,"100,000+",0,0,Teen,ENTERTAIN,01-Aug-18,1.6.1,6.0 and up
ColorFul - Adult Coloring Book,ENTERTAIN,4.6,50725,19M,"5,000,000+",0,0,Everyone,ENTERTAIN,25-May-18,1.0.64,4.0.3 and up
Nick,ENTERTAIN,4.2,123279,25M,"10,000,000+",0,0,Everyone 10+,ENTERTAIN;Music & Video,24-Jan-18,2.0.8,4.4 and up
Fandango Movies - Times + Tickets,ENTERTAIN,4.6,243747,Varies with device,"10,000,000+",0,0,Teen,ENTERTAIN,02-Aug-18,Varies with device,Varies with device
Hamilton — The Official App,ENTERTAIN,4.5,1575,43M,"100,000+",0,0,Everyone,ENTERTAIN,13-Jul-18,2.3.2,5.0 and up
My Talking Pet,ENTERTAIN,4.6,6238,Varies with device,"100,000+",0,$4.99 ,Everyone,ENTERTAIN,30-Jun-18,Varies with device,Varies with device
Funny Pics,ENTERTAIN,3.9,9941,Varies with device,"1,000,000+",0,0,Teen,ENTERTAIN,07-Jul-17,Varies with device,Varies with device
Funny Quotes Free,ENTERTAIN,4.2,23666,3.6M,"1,000,000+",0,0,Teen,ENTERTAIN,04-May-18,8.1,4.0 and up
LOL Pics (Funny Pictures),ENTERTAIN,4.4,67554,7.7M,"1,000,000+",0,0,Teen,ENTERTAIN,15-Sep-15,4,2.3.3 and up
Meme Creator,ENTERTAIN,4.2,38769,44M,"1,000,000+",0,0,Mature 17+,ENTERTAIN,22-Sep-15,7.2.3,2.3 and up
"Imgur: Find funny GIFs, memes & watch viral videos",ENTERTAIN,4.3,160164,12M,"10,000,000+",0,0,Teen,ENTERTAIN,01-Aug-18,4.2.0.8447,5.0 and up
Meme Generator,ENTERTAIN,4.6,3771,53M,"100,000+",1,$2.99 ,Mature 17+,ENTERTAIN,03-Aug-18,4.426,4.1 and up
SketchBook - draw and paint,ENTERTAIN,4.3,256664,77M,"10,000,000+",0,0,Everyone,ENTERTAIN,04-May-18,4.1.7,4.0.3 and up
Colorfy: Coloring Book for Adults - Free,ENTERTAIN,4.5,787177,Varies with device,"10,000,000+",0,0,Everyone,ENTERTAIN,20-Jun-18,Varies with device,Varies with device
All Events in City,EVENTS,4,3782,9.5M,"100,000+",0,0,Everyone,Events,12-Jun-18,8.4,4.0.3 and up
Ticketmaster Event Tickets,EVENTS,4,40113,36M,"5,000,000+",0,0,Everyone,Events,23-Jul-18,Varies with device,Varies with device
Reminder,EVENTS,4.5,7074,6.3M,"500,000+",0,0,Everyone,Events,25-Jun-18,1.57,4.1 and up
Birdays - Birthday reminder,EVENTS,4.5,2153,5.9M,"50,000+",0,0,Everyone,Events,14-Dec-17,1.5.0,4.1 and up
"StubHub - Tickets to Sports, Concerts & Events",EVENTS,4,26089,Varies with device,"5,000,000+",0,0,Everyone,Events,02-Aug-18,4.2.1,Varies with device
Fever,EVENTS,4,20611,12M,"1,000,000+",0,0,Teen,Events,18-Jul-18,4.3.6,4.1 and up
DroidAdmin for Android - Advice,EVENTS,4.2,811,2.8M,"10,000+",0,0,Everyone,Events,29-May-18,3.8,4.0 and up
"SeatGeek – Tickets to Sports, Concerts, Broadway",EVENTS,4.4,15558,26M,"1,000,000+",0,0,Everyone,Events,03-Aug-18,2018.07.31229,5.0 and up
my4D,EVENTS,4.6,573,8.7M,"100,000+",0,0,Everyone,Events,12-Jul-18,1.4,4.2 and up
VAN NIAN 2018 - Vietnamese Calendar,EVENTS,0,37,16M,"10,000+",0,0,Everyone,Events,27-Nov-17,1,4.0 and up
Vivid Seats – Event Tickets,EVENTS,4.6,8232,53M,"1,000,000+",0,0,Everyone,Events,31-Jul-18,Varies with device,5.0 and up
Name days,EVENTS,4.1,3089,Varies with device,"100,000+",0,0,Everyone,Events,12-Jul-18,Varies with device,Varies with device
LBB - Find New & Unique Things To Do Around You,EVENTS,4.6,3874,14M,"100,000+",0,0,Everyone,Events,27-Jul-18,4.0.19,4.2 and up
Happy Birthday Songs Offline,EVENTS,4.4,464,8.9M,"100,000+",0,0,Everyone,Events,04-Dec-17,1.3,4.1 and up
Series Valley of the Wolves full of part,EVENTS,4.6,731,11M,"50,000+",0,0,Everyone,Events,24-Dec-17,2,4.0 and up
Mummatikabalkuragi,EVENTS,4.9,69,334k,"1,000+",0,0,Teen,Events,22-Jul-18,1,4.0 and up
"Gametime - Tickets to Sports, Concerts, Theater",EVENTS,4.5,8800,24M,"1,000,000+",0,0,Everyone,Events,17-Jul-18,11.1.1,5.0 and up
"PTI Flex Maker, Photo Frame Editor & Songs 2018",EVENTS,4.6,99,13M,"10,000+",0,0,Everyone,Events,06-Jul-18,1.1,4.2 and up
Wipe out,EVENTS,4.7,30,Varies with device,500+,0,0,Teen,Events,23-May-18,Varies with device,Varies with device
Birthdays & Other Events,EVENTS,4.3,456,2.8M,"50,000+",0,0,Everyone,Events,21-Jun-18,1.75,2.3.3 and up
Sarajevo Film Festival - Official,EVENTS,0,6,9.7M,100+,0,0,Everyone 10+,Events,31-Jul-18,2.0.1,4.4W and up
Summer Madness,EVENTS,0,4,1.4M,100+,0,0,Everyone,Events,26-Jul-18,1.107,4.0 and up
Events High - Meet Your City!,EVENTS,4.2,3200,Varies with device,"100,000+",0,0,Everyone 10+,Events,23-Jun-18,Varies with device,Varies with device
vide-greniers.org,EVENTS,4.3,5839,3.5M,"100,000+",0,0,Everyone,Events,08-Nov-16,16.11.8,2.3.3 and up
SUMMER SONIC app,EVENTS,5,4,61M,500+,0,0,Everyone,Events,24-Jul-18,1,4.4 and up
Quake & Volcanoes: 3D Globe of Volcanic Eruptions,EVENTS,4.4,663,6.0M,"100,000+",0,0,Everyone,Events,14-Oct-17,1.1.3,4.1 and up
Prosperity,EVENTS,5,16,2.3M,100+,0,0,Everyone,Events,09-Jul-18,1.14,2.0 and up
Picktrainer: India's largest photo contest app,EVENTS,4.5,1065,9.0M,"100,000+",0,0,Everyone,Events,31-May-18,1.3.2,4.1 and up
AAS-IN-ASIA 2018,EVENTS,0,3,11M,100+,0,0,Everyone,Events,04-Jul-18,1.1.9,4.1 and up
Moot Peru 2018,EVENTS,0,13,27M,"1,000+",0,0,Everyone,Events,28-Jun-18,1,3.0 and up
FM News,EVENTS,0,46,3.6M,"5,000+",0,0,Everyone,Events,04-Jul-18,1.4,4.2 and up
Goldstar: Live Event Tickets,EVENTS,4.5,1953,Varies with device,"100,000+",0,0,Teen,Events,01-Aug-18,Varies with device,Varies with device
Emmabodafestivalen,EVENTS,4.8,12,29M,"1,000+",0,0,Everyone 10+,Events,28-Jun-18,42,4.2 and up
KudaGo - things to do in NY,EVENTS,4.4,4298,4.4M,"100,000+",0,0,Everyone,Events,27-Apr-17,2.2.2,4.0 and up
Mindvalley U Tallinn 2018,EVENTS,5,1,21M,100+,0,0,Everyone,Events,03-Jul-18,1.0.5,4.4 and up
Rockmaraton Info,EVENTS,0,49,13M,"1,000+",0,0,Everyone,Events,08-Jul-18,18.4,4.4 and up
Freitas Auctioneer Official,EVENTS,3.7,100,27M,"50,000+",0,0,Everyone,Events,15-Dec-17,1.0.11,4.0.3 and up
mobLee Events,EVENTS,0,11,11M,"5,000+",0,0,Everyone,Events,30-May-18,3.05.30.16,4.1 and up
"Xceed - Clubs, DJs, Festivals & Tickets",EVENTS,4.1,399,24M,"100,000+",0,0,Everyone,Events,03-Aug-18,Cannonau 3.11.11,5.0 and up
AMM Events & CPD,EVENTS,0,5,6.1M,100+,0,0,Everyone,Events,04-Aug-18,1.0.5,4.3 and up
Arab Halls - For Wedding & Events,EVENTS,4.8,28,6.3M,"1,000+",0,0,Everyone,Events,20-May-18,8.0bld14,4.1 and up
MeAuDote - An act of love that saves a life,EVENTS,0,250,23M,"1,000+",0,0,Everyone,Events,22-Jun-18,1.0.11,4.1 and up
TCF National Conference,EVENTS,0,1,34M,100+,0,0,Everyone,Events,11-Jul-18,1,4.1 and up
Endurance Lifestyle,EVENTS,4.6,7,3.8M,500+,0,0,Teen,Events,10-Jul-17,2.1,4.2 and up
K PLUS,FI0.0CE,4.4,124424,Varies with device,"10,000,000+",0,0,Everyone,Fi0.0ce,26-Jun-18,4.6.0,4.2 and up
ING Banking,FI0.0CE,4.4,39041,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,Varies with device,Varies with device
Citibanamex Movil,FI0.0CE,3.6,52306,42M,"5,000,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,20.1.0,5.0 and up
The postal bank,FI0.0CE,3.7,36718,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,16-Jul-18,Varies with device,Varies with device
KTB Netbank,FI0.0CE,3.8,42644,19M,"5,000,000+",0,0,Everyone,Fi0.0ce,28-Jun-18,8.18,4.2 and up
Mobile Bancomer,FI0.0CE,4.2,278082,70M,"10,000,000+",0,0,Everyone,Fi0.0ce,30-Jul-18,10.78,4.0.3 and up
Nedbank Money,FI0.0CE,4.2,6076,32M,"500,000+",0,0,Everyone,Fi0.0ce,28-Jul-18,4.1.1-0-prod,4.2 and up
SCB EASY,FI0.0CE,4.2,112656,93M,"5,000,000+",0,0,Everyone,Fi0.0ce,19-Jul-18,3.9.0,4.1 and up
CASHIER,FI0.0CE,3.3,335738,Varies with device,"10,000,000+",0,0,Everyone,Fi0.0ce,03-May-18,Varies with device,Varies with device
Rabo Banking,FI0.0CE,3.4,31906,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,19-Jul-18,5.16.0,4.0 and up
Capitec Remote Banking,FI0.0CE,4.3,20672,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,08-May-18,Varies with device,Varies with device
Itau bank,FI0.0CE,4.2,957973,40M,"10,000,000+",0,0,Everyone,Fi0.0ce,30-Jul-18,6.5.7,4.2 and up
Nubank,FI0.0CE,4.7,130582,24M,"5,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,Varies with device,Varies with device
The Societe Generale App,FI0.0CE,4.1,31218,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
IKO,FI0.0CE,4.7,167168,20M,"1,000,000+",0,0,Everyone,Fi0.0ce,04-Jul-18,3.115.27,4.1 and up
Cash App,FI0.0CE,4,34428,15M,"10,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,2.31.1,5.0 and up
Standard Bank / Stanbic Bank,FI0.0CE,3.6,15247,28M,"1,000,000+",0,0,Everyone,Fi0.0ce,13-Jul-18,3.0.5,4.0.3 and up
Bualuang mBanking,FI0.0CE,4,48445,10M,"5,000,000+",0,0,Everyone,Fi0.0ce,16-Jul-18,2.6.0,4.0.3 and up
Intesa Sanpaolo Mobile,FI0.0CE,3.6,35518,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,02-Jul-18,Varies with device,Varies with device
UBA Mobile Banking,FI0.0CE,4.3,12185,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,08-Jun-18,Varies with device,Varies with device
BBVA Spain,FI0.0CE,4.2,36746,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,24-Jul-18,Varies with device,Varies with device
MyMo by GSB,FI0.0CE,4.2,21996,14M,"1,000,000+",0,0,Everyone,Fi0.0ce,19-Jul-18,1.17.2,4.0.3 and up
VTB-Online,FI0.0CE,4.1,138371,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,Varies with device,4.0.3 and up
Ecobank Mobile Banking,FI0.0CE,4,12073,42M,"1,000,000+",0,0,Everyone,Fi0.0ce,25-May-18,3.3,4.2 and up
Banorte Movil,FI0.0CE,4.1,111632,65M,"1,000,000+",0,0,Everyone,Fi0.0ce,09-Jun-18,5.10.1.40699,4.4 and up
Wells Fargo Mobile,FI0.0CE,4.4,250706,37M,"10,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,6.8.0.109,5.0 and up
Credit Karma,FI0.0CE,4.7,706301,Varies with device,"10,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
BZWBK24 mobile,FI0.0CE,4.5,64959,39M,"1,000,000+",0,0,Everyone,Fi0.0ce,18-Jun-18,5.0.1,4.1 and up
PayPal,FI0.0CE,4.3,659741,47M,"50,000,000+",0,0,Everyone,Fi0.0ce,18-Jul-18,6.28.0,4.4 and up
Capital One® Mobile,FI0.0CE,4.6,510392,79M,"10,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,5.38.1,5.0 and up
Zenith Bank Mobile App,FI0.0CE,4.3,7215,18M,"1,000,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,2.7.4,4.0 and up
"GCash - Buy Load, Pay Bills, Send Money",FI0.0CE,4,25508,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,4.2 and up
Post Bank,FI0.0CE,4.5,60449,100M,"1,000,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,2.9.12,4.0 and up
İşCep,FI0.0CE,4.5,381788,32M,"10,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,3.22.0,4.1 and up
People's Bank,FI0.0CE,3.6,10697,46M,"1,000,000+",0,0,Everyone,Fi0.0ce,18-Jul-18,3.22.1,4.1 and up
Google Pay,FI0.0CE,4.2,347838,Varies with device,"100,000,000+",0,0,Everyone,Fi0.0ce,26-Jul-18,2.70.206190089,Varies with device
Transfer,FI0.0CE,4.1,31804,9.8M,"5,000,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,3.1.6.12,4.0 and up
T-Mobile in,FI0.0CE,3.5,3856,8.2M,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,3.2.1,4.4 and up
TrueMoney Wallet,FI0.0CE,4.4,199684,18M,"5,000,000+",0,0,Everyone,Fi0.0ce,19-Jul-18,Varies with device,Varies with device
Alfa-Bank (Alfa-Bank),FI0.0CE,4,44545,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
Bank of Brazil,FI0.0CE,4.5,1336246,39M,"10,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,6.39.1.4,4.1 and up
WiseBanyan - Invest For Free,FI0.0CE,4.2,257,44M,"10,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,2.2.12,4.4W and up
"Robinhood - Investing, No Fees",FI0.0CE,4.6,57493,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
Wells Fargo Daily Change,FI0.0CE,4.2,283,5.0M,"100,000+",0,0,Everyone,Fi0.0ce,26-Apr-18,2.5.0.26,5.0 and up
"Even - organize your money, get paid early",FI0.0CE,4.8,12304,21M,"100,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,6.0.16,5.0 and up
Digit Save Money Automatically,FI0.0CE,4.5,8188,22M,"100,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,2.29.01,4.1 and up
Stash: Invest. Learn. Save.,FI0.0CE,4.2,11919,23M,"1,000,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,1.13.2.11,4.4 and up
Acorns - Invest Spare Change,FI0.0CE,4.3,45957,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
Google Pay,FI0.0CE,4.2,347838,Varies with device,"100,000,000+",0,0,Everyone,Fi0.0ce,26-Jul-18,2.70.206190089,Varies with device
"Money Lover: Expense Tracker, Budget Planner",FI0.0CE,4.4,126431,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,Varies with device,Varies with device
Expense IQ Money Manager,FI0.0CE,4.4,21570,27M,"1,000,000+",0,0,Everyone,Fi0.0ce,19-Jun-18,2.0.4,4.0 and up
Money Manager Expense & Budget,FI0.0CE,4.6,134564,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,25-Jul-18,Varies with device,Varies with device
Wells Fargo Daily Change,FI0.0CE,4.2,283,5.0M,"100,000+",0,0,Everyone,Fi0.0ce,26-Apr-18,2.5.0.26,5.0 and up
"Prism Pay Bills, Track Money, Personal Fi0.0ce",FI0.0CE,4.6,16961,32M,"500,000+",0,0,Everyone,Fi0.0ce,04-Aug-18,2.12.100,4.1 and up
Monefy - Money Manager,FI0.0CE,4.6,111254,7.4M,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Jul-18,1.8.9,4.0 and up
Simple - Better Banking,FI0.0CE,4.4,7731,24M,"100,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,2.53.2,5.0 and up
Chime - Mobile Banking,FI0.0CE,4.3,5928,22M,"500,000+",0,0,Everyone,Fi0.0ce,22-Jul-18,5.1.1,5.0 and up
Bluebird by American Express,FI0.0CE,4.2,15703,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,25-Jul-18,Varies with device,Varies with device
Walmart MoneyCard,FI0.0CE,4.2,6148,10M,"1,000,000+",0,0,Everyone,Fi0.0ce,01-Jun-18,1.14.1,4.1 and up
Moven - Smart Fi0.0ces,FI0.0CE,3.8,861,17M,"100,000+",0,0,Everyone,Fi0.0ce,29-May-18,3.3.9,4.4 and up
Qapital - Save Small. Live Large,FI0.0CE,4.5,8662,38M,"100,000+",0,0,Everyone,Fi0.0ce,20-Jul-18,2.5.7,4.4 and up
Experian - Free Credit Report,FI0.0CE,4.6,23130,46M,"1,000,000+",0,0,Everyone,Fi0.0ce,12-Jul-18,2.1.4,4.2 and up
Branch,FI0.0CE,4.6,69973,3.8M,"1,000,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,1.17.1,4.0 and up
"WalletHub - Free Credit Score, Report & Monitoring",FI0.0CE,4.7,1311,9.3M,"50,000+",0,0,Everyone,Fi0.0ce,19-Jun-18,1.4.11,4.4 and up
CreditWise from Capital One,FI0.0CE,4.6,26587,8.4M,"1,000,000+",0,0,Everyone,Fi0.0ce,19-Jul-18,1.18.0,4.4 and up
"NerdWallet: Personal Fi0.0ce, Credit Score & Cash",FI0.0CE,4.6,2417,28M,"100,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,3.5.0,4.4 and up
Credit Karma,FI0.0CE,4.7,706302,Varies with device,"10,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
my face,FI0.0CE,3.8,1054,9.7M,"100,000+",0,0,Everyone,Fi0.0ce,10-Jul-18,2.3.0,5.0 and up
Credit Sesame,FI0.0CE,4.3,25166,11M,"1,000,000+",0,0,Everyone,Fi0.0ce,25-Jul-18,3.1.16,4.1 and up
"Mint: Budget, Bills, Fi0.0ce",FI0.0CE,4.3,129304,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,Varies with device,Varies with device
Fresh EBT - Food Stamp Balance,FI0.0CE,4.5,19870,7.4M,"1,000,000+",0,0,Everyone,Fi0.0ce,24-Jul-18,2.9.5,4.0.3 and up
"Hurdlr: Track Mileage, Expenses, and Log Receipts",FI0.0CE,4.6,3596,19M,"100,000+",0,0,Everyone,Fi0.0ce,20-Jul-18,16.6,6.0 and up
Mobills: Budget Planner,FI0.0CE,4.6,161440,16M,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,3.2.18.07.30,4.0.3 and up
Everlance: Free Mileage Log,FI0.0CE,4.7,7514,14M,"100,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,1.9.9.9.3,4.4 and up
MileIQ - Free Mileage Tracker for Business,FI0.0CE,4.5,46106,22M,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,1.28.0.5402,4.4 and up
QuickBooks Self-Employed:Mileage Tracker and Taxes,FI0.0CE,4.4,15141,25M,"1,000,000+",0,0,Everyone,Fi0.0ce,24-Jul-18,4.63,5.0 and up
FREE Stock Market Trading Tips,FI0.0CE,3.9,714,3.6M,"50,000+",0,0,Everyone,Fi0.0ce,07-Jun-17,2.10.3,2.3.3 and up
MetaTrader 5,FI0.0CE,4.5,42410,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,Varies with device,Varies with device
MetaTrader 4,FI0.0CE,4.6,260547,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
Stock Quote,FI0.0CE,4.1,4344,4.5M,"500,000+",0,0,Everyone,Fi0.0ce,30-Jul-18,3.6.2,4.0 and up
Seeking Alpha,FI0.0CE,4.5,22808,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-18,Varies with device,Varies with device
Stock Trainer: Virtual Trading (Stock Markets),FI0.0CE,4.4,42809,23M,"1,000,000+",0,0,Everyone,Fi0.0ce,27-Jul-18,3.04 - Beta,4.1 and up
Stocks: Realtime Quotes Charts,FI0.0CE,4.5,16808,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,01-May-18,Varies with device,Varies with device
"Stocks, Forex, Bitcoin, Ethereum: Portfolio & News",FI0.0CE,4.6,157505,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,Varies with device,Varies with device
CNBC: Breaking Business News & Live Market Data,FI0.0CE,4.2,24647,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,13-Jul-18,Varies with device,Varies with device
US Stock Market,FI0.0CE,4.4,1922,4.2M,"100,000+",0,0,Everyone,Fi0.0ce,01-Aug-18,1.28,2.3 and up
Bloomberg Professional,FI0.0CE,4.1,3334,Varies with device,"500,000+",0,0,Everyone,Fi0.0ce,23-Jul-18,Varies with device,Varies with device
E*TRADE Mobile,FI0.0CE,3.9,10658,58M,"1,000,000+",0,0,Everyone,Fi0.0ce,02-Aug-18,6.8.2,4.4 and up
"Robinhood - Investing, No Fees",FI0.0CE,4.6,57493,Varies with device,"1,000,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,Varies with device,Varies with device
MSN Money- Stock Quotes & News,FI0.0CE,4.5,78361,22M,"1,000,000+",0,0,Everyone,Fi0.0ce,05-Jul-18,1.2.0,4.2 and up
Fox Business,FI0.0CE,3.7,2594,Varies with device,"500,000+",0,0,Everyone,Fi0.0ce,13-Mar-18,Varies with device,Varies with device
NSE Mobile Trading,FI0.0CE,4.1,13868,1.4M,"1,000,000+",0,0,Everyone,Fi0.0ce,03-Aug-17,1.1.16,2.1 and up
Yahoo Fi0.0ce,FI0.0CE,4.4,135952,Varies with device,"5,000,000+",0,0,Everyone,Fi0.0ce,30-Jul-18,Varies with device,Varies with device
"JStock - Stock Market, Portfolio & News",FI0.0CE,4.6,11066,9.1M,"500,000+",0,0,Everyone,Fi0.0ce,18-Jul-18,1.1.39,4.0 and up
Digit Save Money Automatically,FI0.0CE,4.5,8188,22M,"100,000+",0,0,Everyone,Fi0.0ce,31-Jul-18,2.29.01,4.1 and up
